,state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
2996,rhode island,RI,361.0,,11.0,,0.0,,,170.0,,5.0,,0.0,,,2020-05-12,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now."
2997,south carolina,SC,425.0,,63.0,,1.0,,,152.0,,60.0,,2.0,,,2020-05-13,
2998,south dakota,SD,50.0,,3.0,,0.0,,,86.0,,2.0,,0.0,,,2020-05-14,
2999,tennessee,TN,,,64.0,,0.0,,,,19424.0,2574.0,,3.0,,,2020-05-13,"Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
3000,texas,TX,,5142.0,697.0,,7.0,,,,9476.0,1798.0,,55.0,,,2020-05-14,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Earlier updates to the data overcounted the number of employee tests by adding ""Strike Team Tests"" to ""Reported Tests."" TDCJ has now confirmed that ""Reported Tests"" was intended to be the total. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column."
3001,utah,UT,,,4.0,,0.0,,,,115.0,10.0,,0.0,,,2020-05-13,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
3002,vermont,VT,,,20.0,,0.0,,,223.0,,45.0,,0.0,,,2020-05-13,"For the first week, Vermont began releasing the total number of prisoners tested, rather than the total tests administered, so this figure dropped from weeks past. At the private prison in Mississippi that holds some Vermont prisoners, 2 were tested and 0 were positive."
3003,virginia,VA,,,73.0,,0.0,,,5605.0,,725.0,,5.0,,,2020-05-13,
3004,washington,WA,,,40.0,,,,,379.0,,26.0,,0.0,,,2020-05-13,Prisoner death backfilled from 5/20 update.
3005,west virginia,WV,,,1.0,,0.0,,,39.0,,0.0,,0.0,,,2020-05-13,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
3006,wisconsin,WI,,,28.0,,0.0,,,174.0,,20.0,,0.0,,,2020-05-13,
3007,wyoming,WY,14.0,,1.0,,0.0,,,25.0,,0.0,,0.0,,,2020-05-14,
3008,federal,US,,,548.0,,0.0,,,,,4365.0,,52.0,,,2020-05-13,
3009,alabama,AL,,,17.0,,0.0,,,102.0,,8.0,,1.0,,,2020-05-06,
3010,alaska,AK,,,8.0,,0.0,,,235.0,,1.0,,0.0,,,2020-05-06,
3011,arizona,AZ,,,52.0,,0.0,,,277.0,,69.0,,5.0,,,2020-05-06,
3012,arkansas,AR,,,127.0,,0.0,,,,,944.0,,5.0,,,2020-05-07,
3013,california,CA,,,169.0,,0.0,,,1551.0,,398.0,,1.0,,,2020-05-06,
3014,colorado,CO,,,25.0,,0.0,,,1067.0,,310.0,,1.0,,,2020-05-07,
3015,connecticut,CT,,,358.0,,0.0,,,,,478.0,,6.0,,,2020-05-06,
3016,delaware,DE,301.0,,64.0,,0.0,,,267.0,,125.0,,3.0,,,2020-05-07,
3017,florida,FL,,,180.0,,0.0,,,805.0,,393.0,,7.0,,,2020-05-06,
3018,georgia,GA,,,100.0,,1.0,,,,,302.0,,10.0,,,2020-05-06,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
3019,hawaii,HI,,,0.0,,0.0,,,20.0,,0.0,,0.0,,,2020-05-06,
3020,idaho,ID,68.0,,5.0,,0.0,,,47.0,,0.0,,0.0,,,2020-05-05,"Idaho's numbers have not included staff cases at 2 private prisons, one in the state (CAPP facility, operated by MTC) and Eagle Pass Correctional Facility in Texas."
3021,illinois,IL,,,157.0,,0.0,,,600.0,,176.0,,12.0,,,2020-05-06,
3022,indiana,IN,811.0,,208.0,,2.0,,,840.0,,496.0,,13.0,,,2020-05-06,Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department.
3023,iowa,IA,,,11.0,,0.0,,,433.0,,21.0,,0.0,,,2020-05-06,
3024,kansas,KS,,,95.0,,0.0,,,,,615.0,,3.0,,,2020-05-06,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
3025,kentucky,KY,,,51.0,,0.0,,,,,340.0,,2.0,,,2020-05-06,
3026,louisiana,LA,,,120.0,,3.0,,,,,338.0,,4.0,,,2020-05-06,
3027,maine,ME,,,1.0,,0.0,,,23.0,,0.0,,0.0,,,2020-05-06,
3028,maryland,MD,,,183.0,,0.0,,,,,61.0,,2.0,,,2020-05-04,
3029,massachusetts,MA,,,146.0,,0.0,,,1906.0,,266.0,,7.0,,,2020-05-03,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
3030,michigan,MI,,,293.0,,2.0,,,8113.0,,2073.0,,47.0,,,2020-05-06,
3031,minnesota,MN,,,43.0,,0.0,,,428.0,,83.0,,0.0,,,2020-05-06,
3032,mississippi,MS,43.0,,7.0,,0.0,,,37.0,,4.0,,1.0,,,2020-05-05,
3033,missouri,MO,,,20.0,,0.0,,,380.0,,32.0,,1.0,,,2020-05-06,
3034,montana,MT,,,3.0,,0.0,,,,,2.0,,0.0,,,2020-05-06,
3035,nebraska,NE,,,5.0,,0.0,,,,,0.0,,0.0,,,2020-05-06,Staff deaths backfilled from 5/13 update.
3036,nevada,NV,,,16.0,,0.0,,,49.0,,0.0,,0.0,,,2020-05-06,
3037,new hampshire,NH,,,11.0,,0.0,,,13.0,,0.0,,0.0,,,2020-05-06,
3038,new jersey,NJ,,,575.0,,2.0,,,276.0,,215.0,,38.0,,,2020-05-06,Staff deaths are from media reports
3039,new mexico,NM,64.0,,4.0,,0.0,,,14.0,,0.0,,0.0,,,2020-05-06,
3040,new york,NY,,,1143.0,,4.0,,,619.0,,415.0,,15.0,,,2020-05-06,
3041,north carolina,NC,250.0,,29.0,,0.0,,,1234.0,,627.0,,4.0,,,2020-05-06,Staff numbers only from Neuse CI
3042,north dakota,ND,,,3.0,,0.0,,,19.0,20.0,0.0,,0.0,,,2020-05-01,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
3043,ohio,OH,,,483.0,,2.0,,,6922.0,,4312.0,,40.0,,,2020-05-06,Ohio later revised its numbers of COVID-related deaths.
3044,oklahoma,OK,,,9.0,,0.0,,,,1034.0,2.0,,0.0,,,2020-05-06,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
3045,oregon,OR,,,21.0,,0.0,,,,243.0,44.0,,0.0,,,2020-05-06,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
3046,pennsylvania,PA,411.0,,127.0,,0.0,,,325.0,,141.0,,3.0,,,2020-05-06,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
3047,rhode island,RI,200.0,,11.0,,0.0,,,110.0,,,,0.0,,,2020-05-06,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now."
3048,south carolina,SC,,,56.0,,1.0,,,,,42.0,,2.0,,,2020-05-06,
3049,south dakota,SD,46.0,,3.0,,0.0,,,82.0,,2.0,,0.0,,,2020-05-06,South Dakota initially reported 4 self-reported positives among staff on this day and later changed it to 3.
3050,tennessee,TN,,,55.0,,0.0,,,,5962.0,1959.0,,1.0,,,2020-05-05,"Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
3051,texas,TX,,2379.0,504.0,,5.0,,,,2134.0,1336.0,,40.0,,,2020-05-06,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
3052,utah,UT,,,4.0,,0.0,,,,101.0,10.0,,0.0,,,2020-05-06,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
3053,vermont,VT,154.0,,19.0,,0.0,,,,384.0,45.0,,0.0,,,2020-05-06,"Prisoner tests total may include multiple tests of the same prisoners, so we've moved this figure into the Prisoner_tests_with_multiples column"
3054,virginia,VA,,,65.0,,0.0,,,,,580.0,,3.0,,,2020-05-06,
3055,washington,WA,,,35.0,,0.0,,,350.0,,24.0,,0.0,,,2020-05-06,
3056,west virginia,WV,,,1.0,,0.0,,,34.0,,0.0,,0.0,,,2020-05-06,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
3057,wisconsin,WI,,,23.0,,0.0,,,155.0,,20.0,,0.0,,,2020-05-06,
3058,wyoming,WY,12.0,,1.0,,0.0,,,19.0,,0.0,,0.0,,,2020-05-08,
3059,federal,US,,,514.0,,0.0,,,,,2701.0,,42.0,,,2020-05-06,
3060,alabama,AL,,,13.0,,0.0,,,78.0,,4.0,,1.0,,,2020-04-28,
3061,alaska,AK,,,,,0.0,,,211.0,,1.0,,0.0,,,2020-04-29,Deaths backfilled from 5/6 update
3062,arizona,AZ,,,,,0.0,,,210.0,,50.0,,2.0,,,2020-04-29,"Inmate deaths come from medical examiner, per several news stories. ADC will not confirm. Staff deaths backfilled from 5/6 update."
3063,arkansas,AR,,647.0,95.0,,0.0,,,,1855.0,923.0,,0.0,,,2020-04-28,27 inmate tests with results pending and 25 for staff. The number of tests conducted may include multiple tests for a single prisoner or staff member. It does not represent the unique number of prisoners or staff people tested. So we've moved these figures into the Prisoner_tests_with_multiples and Staff_tests_with_multiples columns.
3064,california,CA,,,137.0,,0.0,,,1220.0,,205.0,,1.0,,,2020-04-29,
3065,colorado,CO,,,18.0,,0.0,,,518.0,,256.0,,0.0,,,2020-04-30,479 tests and 247 cases at Sterling facility due to mass testing. The jump from last week is because of mass testing at Sterling.
3066,connecticut,CT,,,326.0,,0.0,,,,,417.0,,3.0,,,2020-04-29,Staff deaths backfilled from 5/6 update.
3067,delaware,DE,,,38.0,,0.0,,,200.0,,67.0,,3.0,,,2020-04-28,
3068,florida,FL,,,143.0,,0.0,,,447.0,,202.0,,5.0,,,2020-04-29,
3069,georgia,GA,,,86.0,,1.0,,,,,228.0,,8.0,,,2020-04-29,
3070,hawaii,HI,,,0.0,,0.0,,,16.0,,0.0,,0.0,,,2020-04-29,
3071,idaho,ID,62.0,,4.0,,0.0,,,34.0,,0.0,,0.0,,,2020-04-29,Another 6 tested in Texas.
3072,illinois,IL,,,149.0,,0.0,,,,,155.0,,10.0,,,2020-04-29,
3073,indiana,IN,,,143.0,,2.0,,,,,334.0,,7.0,,,2020-04-29,Staff cases were later revised to exclude three juvenile facilities administered by the corrections department.
3074,iowa,IA,,,5.0,,0.0,,,277.0,,15.0,,0.0,,,2020-04-29,
3075,kansas,KS,,,78.0,,0.0,,,,,81.0,,2.0,,,2020-04-29,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
3076,kentucky,KY,,,30.0,,0.0,,,,,47.0,,2.0,,,2020-04-29,
3077,louisiana,LA,,,104.0,,3.0,,,,,273.0,,3.0,,,2020-04-29,
3078,maine,ME,,,1.0,,0.0,,,23.0,,0.0,,0.0,,,2020-04-29,23 inmate tests includes 22 adults and 1 juvenile (same as last week) / 1 positive staff member was a contractor from Wellpath and has since recovered and returned to work.
3079,maryland,MD,,,174.0,,0.0,,,,,52.0,,2.0,,,2020-04-29,
3080,massachusetts,MA,,,110.0,,0.0,,,747.0,,183.0,,7.0,,,2020-04-26,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
3081,michigan,MI,,,268.0,,2.0,,,3117.0,,1412.0,,41.0,,,2020-04-29,
3082,minnesota,MN,,,39.0,,0.0,,,334.0,,79.0,,0.0,,,2020-04-29,
3083,mississippi,MS,,,4.0,,0.0,,,27.0,,4.0,,1.0,,,2020-04-27,Staff deaths backfilled from 5/6 update.
3084,missouri,MO,,,13.0,,0.0,,,185.0,,30.0,,1.0,,,2020-04-29,"6 (prison staff), 7 (non prison staff)"
3085,montana,MT,,,3.0,,0.0,,,27.0,,2.0,,0.0,,,2020-04-29,Both prisoner cases are in halfway houses
3086,nebraska,NE,,,3.0,,0.0,,,,,0.0,,0.0,,,2020-04-28,Based on news accounts.
3087,nevada,NV,,,9.0,,0.0,,,39.0,,0.0,,0.0,,,2020-04-29,
3088,new hampshire,NH,,,11.0,,0.0,,,10.0,,0.0,,0.0,,,2020-04-29,
3089,new jersey,NJ,,,518.0,,2.0,,,196.0,,153.0,,29.0,,,2020-04-29,Staff deaths based on media reports.
3090,new mexico,NM,32.0,,1.0,,0.0,,,8.0,,0.0,,0.0,,,2020-04-30,
3091,new york,NY,,,1045.0,,2.0,,,553.0,,370.0,,10.0,,,2020-04-29,Plus another 45 parolees infected and 4 killed.
3092,north carolina,NC,250.0,,29.0,,0.0,,,1143.0,,596.0,,2.0,,,2020-04-29,Staff numbers are for Neuse prison only
3093,north dakota,ND,,,2.0,,0.0,,,17.0,18.0,0.0,,0.0,,,2020-04-27,"Staff deaths backfilled from 5/6 update. In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. The prisoner test numbers are from 4/28/20."
3094,ohio,OH,,,419.0,,2.0,,,5676.0,,3890.0,,28.0,,,2020-04-29,Ohio later revised its numbers of COVID-related deaths.
3095,oklahoma,OK,,,9.0,,0.0,,,,702.0,2.0,,0.0,,,2020-04-28,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
3096,oregon,OR,,,15.0,,0.0,,,,117.0,21.0,,0.0,,,2020-04-29,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
3097,pennsylvania,PA,336.0,,90.0,,0.0,,,143.0,,45.0,,3.0,,,2020-04-29,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
3098,rhode island,RI,77.0,,10.0,,0.0,,,108.0,,3.0,,0.0,,,2020-04-30,"1(former inmate tested during quarantine) 2(new commitments, one is no longer with us. The other is still in our custody)"
3099,south carolina,SC,,,45.0,,1.0,,,,,15.0,,0.0,,,2020-04-28,
3100,south dakota,SD,36.0,,2.0,,0.0,,,74.0,,2.0,,0.0,,,2020-04-29,
3101,tennessee,TN,,,,,0.0,,,,3834.0,759.0,,0.0,,,2020-04-29,"Staff deaths backfilled from 5/6 update. Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
3102,texas,TX,,1795.0,381.0,,5.0,,,,1697.0,1050.0,,26.0,,,2020-04-29,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
3103,utah,UT,,,2.0,,0.0,,,,95.0,10.0,,0.0,,,2020-04-29,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
3104,vermont,VT,,,18.0,,0.0,,,,378.0,38.0,,0.0,,,2020-04-29,"Prisoner tests total may include multiple tests of the same prisoners, so we've moved this figure into the Prisoner_tests_with_multiples column"
3105,virginia,VA,,,65.0,,0.0,,,,,479.0,,3.0,,,2020-04-29,
3106,washington,WA,,,32.0,,0.0,,,323.0,,18.0,,0.0,,,2020-04-29,
3107,west virginia,WV,,,1.0,,0.0,,,30.0,,0.0,,0.0,,,2020-04-29,"Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
3108,wisconsin,WI,,,18.0,,0.0,,,137.0,,18.0,,0.0,,,2020-04-29,
3109,wyoming,WY,10.0,,1.0,,0.0,,,14.0,,0.0,,0.0,,,2020-04-29,
3110,federal,US,,,475.0,,0.0,,,,,1979.0,,31.0,,,2020-04-29,
3111,alabama,AL,,,8.0,,0.0,,,63.0,,4.0,,1.0,,,2020-04-21,
3112,alaska,AK,,,8.0,,0.0,,,57.0,,0.0,,0.0,,,2020-04-22,
3113,arizona,AZ,,,,,0.0,,,172.0,,35.0,,,,,2020-04-22,Staff deaths backfilled from 5/6 update.
3114,arkansas,AR,,,25.0,,0.0,,,,1124.0,731.0,,0.0,,,2020-04-21,"Includes current positive cases, but not all patients who have recovered. They tested all inmates and staff at three facilities with known outbreaks/exposure. The number of tests conducted may include multiple tests for a single prisoner or staff member. It does not represent the unique number of prisoners or staff people tested. So we've moved these figures into the Prisoner_tests_with_multiples column."
3115,california,CA,,,97.0,,0.0,,,676.0,,135.0,,1.0,,,2020-04-22,
3116,colorado,CO,,,9.0,,0.0,,,36.0,,9.0,,0.0,,,2020-04-21,
3117,connecticut,CT,,,244.0,,0.0,,,,,321.0,,1.0,,,2020-04-22,
3118,delaware,DE,,,26.0,,0.0,,,136.0,,41.0,,1.0,,,2020-04-22,
3119,florida,FL,,,102.0,,0.0,,,387.0,,136.0,,4.0,,,2020-04-22,
3120,georgia,GA,,,77.0,,1.0,,,,,155.0,,4.0,,,2020-04-22,
3121,hawaii,HI,,,0.0,,0.0,,,14.0,,0.0,,0.0,,,2020-04-22,
3122,idaho,ID,51.0,,3.0,,0.0,,,27.0,,0.0,,0.0,,,2020-04-21,
3123,illinois,IL,,,139.0,,0.0,,,,,148.0,,10.0,,,2020-04-22,
3124,indiana,IN,,,87.0,,0.0,,,,,238.0,,3.0,,,2020-04-22,Staff cases were later revised to exclude three juvenile facilities administered by the corrections department.
3125,iowa,IA,,,3.0,,0.0,,,182.0,,12.0,,0.0,,,2020-04-22,
